from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
94,94,,,246089024609116+1546595+0,246089024609536+1546781+0,1,
94,94,,,246089224608954+1539401+1,246089224608954+1539580+0,1,
94,94,,,246093424609372+1539404+1,246093424609372+1539580+0,1,
94,94,,,246093424609373+1539404+1,246093424609373+1539580+0,1,
94,94,,,246093424609374+1539404+1,246093424609374+1539580+0,1,
94,94,,,246094124609411+1539404+1,246094124609411+1539580+0,1,
94,94,,,246094224609442+1539405+1,246094224609442+1539581+0,1,
94,94,,,246094224609444+1539405+1,246094224609444+1539581+0,1,
94,94,,,246094524609525+1539411+1,246094524609525+1539584+0,1,
94,94,,,246095524609584+1539412+1,246095524609584+1539581+0,1,
94,94,,,246095924610015+1539413+1,246095924610015+1539586+0,1,
94,94,,,246094824609513+1540719+1,246094824609513+1545602+0,1,
94,94,,,246094824609514+1540719+1,246094824609514+1545602+0,1,
94,94,,,246091324609152+1540720+1,246091324609152+1545603+0,1,
94,94,,,246092424609315+1540721+1,246092424609315+1545606+0,1,
94,94,,,246088924609035+1539432+1,246088924609035+1539590+0,1,
94,94,,,246089224608952+1539433+1,246089224609162+1539591+0,1,
94,94,,,246089924609013+1539434+1,246089224609163+1539591+0,1,
94,94,,,246090624609082+1539435+1,246089224609162+1539591+0,1,
94,94,,,246091624609164+1539435+1,246089224609164+1539591+0,1,
94,94,,,246092424609315+1539440+1,246092424609315+1539594+0,1,
94,94,,,246095524609583+1539443+1,246092724610003+1539591+0,1,
94,94,,,246089924609012+1540794+1,246089924609012+1545611+0,1,
94,94,,,246091624609164+1540795+1,246091624609164+1545610+0,1,
94,94,,,246092124609232+1540795+1,246092124609232+1545610+0,1,
94,94,,,246092724609271+1540795+1,246092724609271+1545610+0,1,
94,94,,,246093424609372+1540795+1,246093424609372+1545610+0,1,
94,94,,,246092824609302+1540796+1,246092824609302+1545611+0,1,
94,94,,,246095524609582+1540797+1,246095524609582+1545611+0,1,
94,94,,,246095524609584+1540797+1,246095524609584+1545611+0,1,
94,94,,,246090624609082+1540860+0,246090624609082+1545629+0,1,
94,94,,,246092824609302+1540861+0,246092824609302+1545630+0,1,
94,94,,,246094524609455+1540862+0,246094524609525+1545633+0,1,
94,94,,,246091724609175+1540864+0,246091724609175+1545632+0,1,
94,94,,,246089924609012+1542353+1,246089924609012+1546631+0,1,
94,94,,,246090624609081+1542354+1,246090624609081+1546630+0,1,
94,94,,,246090624609083+1542354+1,246090624609083+1546630+0,1,
94,94,,,246093424609372+1542354+1,246093424609372+1546630+0,1,
94,94,,,246094824609511+1542354+1,246094824609511+1546630+0,1,
94,94,,,246094824609514+1542354+1,246094824609514+1546630+0,1,
94,94,,,246091024609105+1542356+1,246091024609105+1546632+0,1,
94,94,,,246092424609245+1542356+1,246092424609315+1546634+0,1,
94,94,,,246089224608953+1540923+0,246089224609163+1545645+0,1,
94,94,,,246094124609411+1540925+0,246092724610001+1545645+0,1,
94,94,,,246094824609513+1540925+0,246092724610003+1545645+0,1,
94,94,,,246091724609175+1540928+0,246091724609175+1545646+0,1,
94,94,,,246093824609385+1542360+1,246093824609385+1546635+0,1,
94,94,,,246090324609035+1542612+1,246088924609105+1546648+0,1,
94,94,,,246091624609164+1542616+1,246089224609164+1546649+0,1,
94,94,,,246092124609232+1542616+1,246092124609232+1546649+0,1,
94,94,,,246092724609271+1542616+1,246092724610001+1546649+0,1,
94,94,,,246093424609373+1542616+1,246092724610003+1546649+0,1,
94,94,,,246096224610001+1542616+1,246092724610001+1546649+0,1,
94,94,,,246096224610002+1542616+1,246092724610002+1546649+0,1,
94,94,,,246096224610004+1542616+1,246092724610004+1546649+0,1,
94,94,,,246091324609141+1542617+1,246089224609161+1546649+0,1,
94,94,,,246095524609583+1542624+1,246092724610003+1546649+0,1,
94,94,,,246091224609127+1546292+0,246089124609187+1546682+0,1,
94,94,,,246089024609956+1546318+0,246089124609186+1546691+0,1,
94,94,,,246100224610026+1546323+0,246092624610026+1546691+0,1,
94,94,,,246089924609011+1542668+0,246089924609011+1546659+0,1,
94,94,,,246092124609233+1542669+0,246092124609233+1546658+0,1,
94,94,,,246093424609373+1542669+0,246093424609373+1546658+0,1,
94,94,,,246094824610003+1542669+0,246094824609513+1546658+0,1,
94,94,,,246094824610002+1542669+0,246095524609582+1546659+0,1,
94,94,,,246094224609442+1542670+0,246094224609442+1546659+0,1,
94,94,,,246094224609444+1542670+0,246094224609444+1546659+0,1,
94,94,,,246091224609127+1546359+0,246089124609187+1546707+0,1,
94,94,,,246100224610026+1546362+0,246092624610026+1546707+0,1,
94,94,,,246089124609057+1546396+0,246089124609187+1546712+0,1,
94,94,,,246089224608954+1542721+0,246089224609164+1546666+0,1,
94,94,,,246089924609013+1542723+0,246089224609163+1546666+0,1,
94,94,,,246090624609082+1542724+0,246089224609162+1546666+0,1,
94,94,,,246093424609371+1542724+0,246092724610001+1546666+0,1,
94,94,,,246092824609304+1542725+0,246092724610004+1546666+0,1,
94,94,,,246094224609443+1542725+0,246092724610003+1546666+0,1,
94,94,,,246092424609245+1542729+0,246092424609315+1546669+0,1,
94,94,,,246095224609525+1542730+0,246094524609525+1546669+0,1,
94,94,,,246091224609127+1546425+0,246091224609127+1546719+0,1,
94,94,,,246092024609201+1546427+0,246092024609201+1546721+0,1,
94,94,,,246091224609127+1546469+0,246091224609127+1546728+0,1,
94,94,,,246092624609267+1546512+0,246092624609477+1546742+0,1,
94,94,,,246089324608953+1542824+0,246089224608953+1546733+0,1,
94,94,,,246093524609372+1542826+0,246093424609372+1546733+0,1,
94,94,,,246090924609094+1542827+0,246090924609094+1546734+0,1,
94,94,,,246095624609584+1542827+0,246095524609584+1546734+0,1,
94,94,,,246094324609443+1542830+0,246094224609443+1546734+0,1,
94,94,,,246095224609525+1542834+0,246092424609525+1546732+0,1,
94,94,,,246091324609142+1541164+0,246091324609152+1545715+0,1,
94,94,,,246093824609385+1541169+0,246093824609385+1545719+0,1,
94,94,,,246096224610002+1541173+0,246096224610002+1545714+0,1,
94,94,,,246089024609956+1546548+0,246089024608906+1546753+0,1,
94,94,,,246091924609197+1546551+0,246091924609197+1546754+0,1,
94,94,,,246091224609127+1546597+0,246089124609127+1546782+0,1,
94,94,,,246091924609197+1546599+0,246091924609197+1546783+0,1,
94,94,,,246090624609083+1539404+1,246090624609083+1539580+0,1,
94,94,,,246092124609233+1539404+1,246092124609233+1539580+0,1,
94,94,,,246092824609303+1539405+1,246092824609303+1539581+0,1,
94,94,,,246089224608951+1540717+1,246089224608951+1545602+0,1,
94,94,,,246090624609082+1540719+1,246090624609082+1545602+0,1,
94,94,,,246090624609083+1540719+1,246090624609083+1545602+0,1,
94,94,,,246091324609151+1540720+1,246091324609151+1545603+0,1,
94,94,,,246095524609581+1540724+1,246095524609581+1545603+0,1,
94,94,,,246095524609583+1540724+1,246095524609583+1545603+0,1,
94,94,,,246095524609584+1540724+1,246095524609584+1545603+0,1,
94,94,,,246092124609232+1539435+1,246092124609232+1539591+0,1,
94,94,,,246093424609372+1539435+1,246092724610002+1539591+0,1,
94,94,,,246091324609142+1539436+1,246089224609162+1539591+0,1,
94,94,,,246092824609302+1539436+1,246092724610002+1539591+0,1,
94,94,,,246094224609444+1539436+1,246092724610004+1539591+0,1,
94,94,,,246091524609153+1539438+1,246089224609163+1539591+0,1,
94,94,,,246093824609385+1539441+1,246093824609385+1539595+0,1,
94,94,,,246095524609584+1539443+1,246092724610004+1539591+0,1,
94,94,,,246093424609371+1540795+1,246093424609371+1545610+0,1,
94,94,,,246094124609411+1540795+1,246094124609411+1545610+0,1,
94,94,,,246094824609514+1540795+1,246094824609514+1545610+0,1,
94,94,,,246094224609444+1540796+1,246094224609444+1545611+0,1,
94,94,,,246094524609455+1540798+1,246094524609525+1545614+0,1,
94,94,,,246089224608953+1540857+0,246089224608953+1545629+0,1,
94,94,,,246090624609083+1540860+0,246090624609083+1545629+0,1,
94,94,,,246092124609234+1540860+0,246092124609234+1545629+0,1,
94,94,,,246093424609372+1540860+0,246093424609372+1545629+0,1,
94,94,,,246090924609094+1540861+0,246090924609094+1545630+0,1,
94,94,,,246095524609582+1540867+0,246095524609582+1545630+0,1,
94,94,,,246089224608951+1542351+1,246089224608951+1546630+0,1,
94,94,,,246089224608952+1542351+1,246089224608952+1546630+0,1,
94,94,,,246090624609082+1542354+1,246090624609082+1546630+0,1,
94,94,,,246091624609164+1542354+1,246091624609164+1546630+0,1,
94,94,,,246093424609374+1542354+1,246093424609374+1546630+0,1,
94,94,,,246094824609512+1542354+1,246094824609512+1546630+0,1,
94,94,,,246091324609141+1542355+1,246091324609151+1546631+0,1,
94,94,,,246091324609142+1542355+1,246091324609152+1546631+0,1,
94,94,,,246090224609024+1540923+0,246089224609164+1545645+0,1,
94,94,,,246090624609081+1540925+0,246089224609161+1545645+0,1,
94,94,,,246092124609234+1540925+0,246092124609234+1545645+0,1,
94,94,,,246094824609512+1540925+0,246092724610002+1545645+0,1,
94,94,,,246094824609514+1540925+0,246092724610004+1545645+0,1,
94,94,,,246095924610015+1540932+0,246095924610015+1545648+0,1,
94,94,,,246095524609581+1542361+1,246095524609581+1546631+0,1,
94,94,,,246089924609012+1542615+1,246089224609162+1546649+0,1,
94,94,,,246094824609514+1542616+1,246092724610004+1546649+0,1,
94,94,,,246090924609094+1542617+1,246089224609164+1546649+0,1,
94,94,,,246092824609302+1542617+1,246092724610002+1546649+0,1,
94,94,,,246094524609525+1542623+1,246094524609525+1546648+0,1,
94,94,,,246095524609581+1542624+1,246092724610001+1546649+0,1,
94,94,,,246091924609207+1546293+0,246091924609207+1546683+0,1,
94,94,,,246089024609956+1546318+0,246092524609256+1546691+0,1,
94,94,,,246091924609201+1546321+0,246091924609201+1546692+0,1,
94,94,,,246088924609035+1542666+0,246088924609035+1546657+0,1,
94,94,,,246089224608952+1542667+0,246089224608952+1546658+0,1,
94,94,,,246091524609163+1542669+0,246091324609153+1546659+0,1,
94,94,,,246093424609374+1542669+0,246093424609374+1546658+0,1,
94,94,,,246094824610002+1542669+0,246096224610002+1546658+0,1,
94,94,,,246094824610004+1542669+0,246096224610004+1546658+0,1,
94,94,,,246090924609094+1542670+0,246090924609094+1546659+0,1,
94,94,,,246091324609141+1542670+0,246091324609151+1546659+0,1,
94,94,,,246092824609303+1542670+0,246092824609303+1546659+0,1,
94,94,,,246089024609956+1546357+0,246092524609256+1546707+0,1,
94,94,,,246089024609956+1546395+0,246092624610026+1546712+0,1,
94,94,,,246088924608895+1542720+0,246088924609035+1546665+0,1,
94,94,,,246094824610003+1542724+0,246092724610003+1546666+0,1,
94,94,,,246091324609142+1542725+0,246089224609162+1546666+0,1,
94,94,,,246094224609442+1542725+0,246092724610002+1546666+0,1,
94,94,,,246089824608987+1546424+0,246089124609057+1546718+0,1,
94,94,,,246091924609197+1546426+0,246091924609197+1546720+0,1,
94,94,,,246100224610026+1546430+0,246100224610026+1546722+0,1,
94,94,,,246089124609057+1546468+0,246089124609057+1546727+0,1,
94,94,,,246093324609967+1546515+0,246092624609477+1546742+0,1,
94,94,,,246090724609083+1542826+0,246090624609083+1546733+0,1,
94,94,,,246091524609153+1542831+0,246091324609153+1546734+0,1,
94,94,,,246092724609971+1542835+0,246096224610001+1546733+0,1,
94,94,,,246089924609012+1541162+0,246089924609012+1545715+0,1,
94,94,,,246092124609234+1541163+0,246092124609234+1545714+0,1,
94,94,,,246094224609443+1541164+0,246094224609443+1545715+0,1,
94,94,,,246091724609175+1541167+0,246091724609175+1545717+0,1,
94,94,,,246095924610015+1541172+0,246095924610015+1545720+0,1,
94,94,,,246092524609956+1546601+0,246095424609956+1546781+0,1,
94,94,,,246095424609967+1546602+0,246095424609957+1546781+0,1,
94,94,,,246095424609967+1546602+0,246099624609967+1546781+0,1,
94,94,,,246088924608895+1539400+1,246088924609035+1539579+0,1,
94,94,,,246089924609013+1539403+1,246089924609013+1539581+0,1,
94,94,,,246092724609271+1539404+1,246092724609271+1539580+0,1,
94,94,,,246092424609315+1539409+1,246092424609315+1539584+0,1,
94,94,,,246095524609583+1539412+1,246095524609583+1539581+0,1,
94,94,,,246089224608952+1540717+1,246089224608952+1545602+0,1,
94,94,,,246090624609081+1540719+1,246090624609081+1545602+0,1,
94,94,,,246091624609164+1540719+1,246091624609164+1545602+0,1,
94,94,,,246094824609511+1540719+1,246094824609511+1545602+0,1,
94,94,,,246094824609512+1540719+1,246094824609512+1545602+0,1,
94,94,,,246096224610001+1540719+1,246096224610001+1545602+0,1,
94,94,,,246096224610002+1540719+1,246096224610002+1545602+0,1,
94,94,,,246096224610003+1540719+1,246096224610003+1545602+0,1,
94,94,,,246089224608953+1539433+1,246089224609163+1539591+0,1,
94,94,,,246089924609011+1539434+1,246089224609161+1539591+0,1,
94,94,,,246089924609012+1539434+1,246089224609162+1539591+0,1,
94,94,,,246092724609271+1539435+1,246092724610001+1539591+0,1,
94,94,,,246094824609514+1539435+1,246092724610004+1539591+0,1,
94,94,,,246094224609443+1539436+1,246092724610003+1539591+0,1,
94,94,,,246094524609525+1539442+1,246094524609525+1539594+0,1,
94,94,,,246095524609582+1539443+1,246092724610002+1539591+0,1,
94,94,,,246092124609233+1540795+1,246092124609233+1545610+0,1,
94,94,,,246093424609374+1540795+1,246093424609374+1545610+0,1,
94,94,,,246090924609094+1540796+1,246090924609094+1545611+0,1,
94,94,,,246095924610015+1540801+1,246095924610015+1545616+0,1,
94,94,,,246089224608951+1540857+0,246089224608951+1545629+0,1,
94,94,,,246092124609233+1540860+0,246092124609233+1545629+0,1,
94,94,,,246094824609512+1540860+0,246094824609512+1545629+0,1,
94,94,,,246094824609513+1540860+0,246094824609513+1545629+0,1,
94,94,,,246093124609315+1540865+0,246092424609315+1545633+0,1,
94,94,,,246095224609525+1540865+0,246094524609525+1545633+0,1,
94,94,,,246096224610002+1540869+0,246096224610002+1545629+0,1,
94,94,,,246096224610004+1540869+0,246096224610004+1545629+0,1,
94,94,,,246089624608965+1542352+1,246088924609035+1546629+0,1,
94,94,,,246093424609371+1542354+1,246093424609371+1546630+0,1,
94,94,,,246094124609411+1542354+1,246094124609411+1546630+0,1,
94,94,,,246092824609303+1542355+1,246092824609303+1546631+0,1,
94,94,,,246094224609443+1542355+1,246094224609443+1546631+0,1,
94,94,,,246094224609444+1542355+1,246094224609444+1546631+0,1,
94,94,,,246091524609153+1542357+1,246091324609153+1546631+0,1,
94,94,,,246093124609315+1542359+1,246092424609315+1546634+0,1,
94,94,,,246089924609013+1540924+0,246089224609163+1545645+0,1,
94,94,,,246092824609302+1540926+0,246092724610002+1545645+0,1,
94,94,,,246094224609442+1540926+0,246092724610002+1545645+0,1,
94,94,,,246095524609581+1540926+0,246092724610001+1545645+0,1,
94,94,,,246093824609385+1540930+0,246093824609385+1545647+0,1,
94,94,,,246095524609582+1542361+1,246095524609582+1546631+0,1,
94,94,,,246095924610015+1542362+1,246095924610015+1546636+0,1,
94,94,,,246096224610001+1542363+1,246096224610001+1546630+0,1,
94,94,,,246089224608951+1541161+0,246089224608951+1545714+0,1,
94,94,,,246089224608952+1541161+0,246089224608952+1545714+0,1,
94,94,,,246089624608965+1542614+1,246088924609105+1546648+0,1,
94,94,,,246089924609013+1542615+1,246089224609163+1546649+0,1,
94,94,,,246090624609083+1542616+1,246089224609163+1546649+0,1,
94,94,,,246093424609371+1542616+1,246092724610001+1546649+0,1,
94,94,,,246094124609411+1542616+1,246092724610001+1546649+0,1,
94,94,,,246094824609511+1542616+1,246092724610001+1546649+0,1,
94,94,,,246091024609105+1542618+1,246088924609105+1546648+0,1,
94,94,,,246091524609153+1542619+1,246089224609163+1546649+0,1,
94,94,,,246093824609385+1542622+1,246093824609385+1546651+0,1,
94,94,,,246095924610015+1542625+1,246095924610015+1546652+0,1,
94,94,,,246089024609956+1546290+0,246089124609186+1546682+0,1,
94,94,,,246089024609956+1546318+0,246089024608906+1546691+0,1,
94,94,,,246091224609127+1546320+0,246089124609187+1546691+0,1,
94,94,,,246090224609024+1542667+0,246090224609024+1546658+0,1,
94,94,,,246092724609271+1542669+0,246092724609271+1546658+0,1,
94,94,,,246094824610001+1542669+0,246094824609511+1546658+0,1,
94,94,,,246094824610003+1542669+0,246096224610003+1546658+0,1,
94,94,,,246091024609105+1542671+0,246091024609105+1546660+0,1,
94,94,,,246089024609956+1546357+0,246092624610026+1546707+0,1,
94,94,,,246089024609956+1546395+0,246089024608906+1546712+0,1,
94,94,,,246089024609956+1546395+0,246089124609186+1546712+0,1,
94,94,,,246092624609967+1546400+0,246092624610027+1546712+0,1,
94,94,,,246092724609271+1542724+0,246092724610001+1546666+0,1,
94,94,,,246093424609373+1542724+0,246092724610003+1546666+0,1,
94,94,,,246093424609374+1542724+0,246092724610004+1546666+0,1,
94,94,,,246091324609141+1542725+0,246089224609161+1546666+0,1,
94,94,,,246091724609175+1542728+0,246091724609175+1546668+0,1,
94,94,,,246093324609477+1546428+0,246092624609477+1546719+0,1,
94,94,,,246092624609967+1546472+0,246092624609477+1546728+0,1,
94,94,,,246092624609967+1546472+0,246099624609967+1546726+0,1,
94,94,,,246100224610026+1546473+0,246100224610026+1546731+0,1,
94,94,,,246091924609197+1546513+0,246091924609197+1546743+0,1,
94,94,,,246089324608954+1542824+0,246089224608954+1546733+0,1,
94,94,,,246090024609022+1542825+0,246089924609012+1546734+0,1,
94,94,,,246091424609142+1542830+0,246091324609152+1546734+0,1,
94,94,,,246092924609303+1542830+0,246092824609303+1546734+0,1,
94,94,,,246092424609245+1542834+0,246092424609525+1546732+0,1,
94,94,,,246092724609971+1542835+0,246094124609411+1546733+0,1,
94,94,,,246092124609233+1541163+0,246092124609233+1545714+0,1,
94,94,,,246094124609411+1541163+0,246094124609411+1545714+0,1,
94,94,,,246094824609513+1541163+0,246094824609513+1545714+0,1,
94,94,,,246096224610001+1541173+0,246096224610001+1545714+0,1,
94,94,,,246089024609956+1546548+0,246092524609256+1546753+0,1,
94,94,,,246091224609127+1546550+0,246089124609187+1546753+0,1,
94,94,,,246089124609057+1546596+0,246089124609127+1546782+0,1,
94,94,,,246092024609201+1546600+0,246092024609201+1546784+0,1,
94,94,,,246089924609012+1539403+1,246089924609012+1539581+0,1,
94,94,,,246094824609514+1539404+1,246094824609514+1539580+0,1,
94,94,,,246090924609094+1539405+1,246090924609094+1539581+0,1,
94,94,,,246091324609142+1539405+1,246091324609152+1539581+0,1,
94,94,,,246091524609153+1539407+1,246091324609153+1539581+0,1,
94,94,,,246096224610002+1539414+1,246096224610002+1539580+0,1,
94,94,,,246096224610003+1539414+1,246096224610003+1539580+0,1,
94,94,,,246092124609232+1540719+1,246092124609232+1545602+0,1,
94,94,,,246093424609373+1540719+1,246093424609373+1545602+0,1,
94,94,,,246091324609153+1540720+1,246091324609153+1545603+0,1,
94,94,,,246092824609303+1540720+1,246092824609303+1545603+0,1,
94,94,,,246093824609385+1540722+1,246093824609385+1545607+0,1,
94,94,,,246094824609513+1539435+1,246092724610003+1539591+0,1,
94,94,,,246089224608954+1540793+1,246089224608954+1545610+0,1,
94,94,,,246092124609234+1540795+1,246092124609234+1545610+0,1,
94,94,,,246094824609512+1540795+1,246094824609512+1545610+0,1,
94,94,,,246092824609304+1540796+1,246092824609304+1545611+0,1,
94,94,,,246090324609035+1540856+0,246088924609035+1545628+0,1,
94,94,,,246090224609024+1540857+0,246090224609024+1545629+0,1,
94,94,,,246089924609011+1540859+0,246089924609011+1545630+0,1,
94,94,,,246090624609081+1540860+0,246090624609081+1545629+0,1,
94,94,,,246094824609514+1540860+0,246094824609514+1545629+0,1,
94,94,,,246091024609105+1540862+0,246091024609105+1545631+0,1,
94,94,,,246095524609581+1540867+0,246095524609581+1545630+0,1,
94,94,,,246090224609024+1542351+1,246090224609024+1546630+0,1,
94,94,,,246093424609373+1542354+1,246093424609373+1546630+0,1,
94,94,,,246092824609302+1542355+1,246092824609302+1546631+0,1,
94,94,,,246094224609442+1542355+1,246094224609442+1546631+0,1,
94,94,,,246091724609175+1542358+1,246091724609175+1546633+0,1,
94,94,,,246089224608952+1540923+0,246089224609162+1545645+0,1,
94,94,,,246093424609374+1540925+0,246092724610004+1545645+0,1,
94,94,,,246094824609511+1540925+0,246092724610001+1545645+0,1,
94,94,,,246092824609304+1540926+0,246092724610004+1545645+0,1,
94,94,,,246091024609105+1540927+0,246088924609105+1545644+0,1,
94,94,,,246092424609315+1540929+0,246092424609315+1545644+0,1,
94,94,,,246096224610003+1540933+0,246092724610003+1545645+0,1,
94,94,,,246095524609584+1542361+1,246095524609584+1546631+0,1,
94,94,,,246096224610003+1542363+1,246096224610003+1546630+0,1,
94,94,,,246089224608952+1542613+1,246089224609162+1546649+0,1,
94,94,,,246094824609513+1542616+1,246092724610003+1546649+0,1,
94,94,,,246092824609304+1542617+1,246092724610004+1546649+0,1,
94,94,,,246092424609315+1542621+1,246092424609315+1546648+0,1,
94,94,,,246095524609584+1542624+1,246092724610004+1546649+0,1,
94,94,,,246089124609057+1546291+0,246089124609187+1546682+0,1,
94,94,,,246091924609201+1546293+0,246091924609201+1546683+0,1,
94,94,,,246100224610026+1546295+0,246092624610026+1546682+0,1,
94,94,,,246091524609164+1542669+0,246091624609164+1546658+0,1,
94,94,,,246094124609411+1542669+0,246094124609411+1546658+0,1,
94,94,,,246094824610002+1542669+0,246094824609512+1546658+0,1,
94,94,,,246094824610004+1542669+0,246094824609514+1546658+0,1,
94,94,,,246092824609302+1542670+0,246092824609302+1546659+0,1,
94,94,,,246091924609207+1546360+0,246091924609207+1546708+0,1,
94,94,,,246089924609011+1542723+0,246089224609161+1546666+0,1,
94,94,,,246090624609081+1542724+0,246089224609161+1546666+0,1,
94,94,,,246094824610004+1542724+0,246092724610004+1546666+0,1,
94,94,,,246092824609302+1542725+0,246092724610002+1546666+0,1,
94,94,,,246094224609444+1542725+0,246092724610004+1546666+0,1,
94,94,,,246094524609455+1542729+0,246094524609525+1546669+0,1,
94,94,,,246093124609315+1542730+0,246092424609315+1546669+0,1,
94,94,,,246091924609197+1546470+0,246091924609197+1546729+0,1,
94,94,,,246092624609967+1546472+0,246095424609957+1546726+0,1,
94,94,,,246089024609956+1546509+0,246089024609536+1546740+0,1,
94,94,,,246090524609057+1546510+0,246089124609057+1546741+0,1,
94,94,,,246100224610026+1546516+0,246100224610026+1546745+0,1,
94,94,,,246088924609035+1542822+0,246088924609105+1546732+0,1,
94,94,,,246089224609061+1542823+0,246089224608951+1546733+0,1,
94,94,,,246089224609061+1542823+0,246089924609011+1546734+0,1,
94,94,,,246090724609082+1542826+0,246090624609082+1546733+0,1,
94,94,,,246091624609164+1542826+0,246091624609164+1546733+0,1,
94,94,,,246094924609513+1542826+0,246094824609513+1546733+0,1,
94,94,,,246094924609514+1542826+0,246094824609514+1546733+0,1,
94,94,,,246091324609131+1542829+0,246091324609151+1546734+0,1,
94,94,,,246092724609971+1542835+0,246094824609511+1546733+0,1,
94,94,,,246095924610015+1542836+0,246095924610015+1546736+0,1,
94,94,,,246090624609081+1541163+0,246090624609081+1545714+0,1,
94,94,,,246090624609082+1541163+0,246090624609082+1545714+0,1,
94,94,,,246092124609232+1541163+0,246092124609232+1545714+0,1,
94,94,,,246093424609374+1541163+0,246093424609374+1545714+0,1,
94,94,,,246094824609514+1541163+0,246094824609514+1545714+0,1,
94,94,,,246092824609302+1541164+0,246092824609302+1545715+0,1,
94,94,,,246091524609153+1541166+0,246091324609153+1545715+0,1,
94,94,,,246095524609581+1541171+0,246095524609581+1545715+0,1,
94,94,,,246089024609956+1546548+0,246092624610026+1546753+0,1,
94,94,,,246093324609407+1546596+0,246092624609477+1546782+0,1,
94,94,,,246092524609956+1546601+0,246089024609536+1546781+0,1,
94,94,,,246100224610026+1546603+0,246100224610026+1546785+0,1,
94,94,,,246089224608953+1539401+1,246089224608953+1539580+0,1,
94,94,,,246089624608965+1539402+1,246088924609035+1539579+0,1,
94,94,,,246094824609512+1539404+1,246094824609512+1539580+0,1,
94,94,,,246094824609513+1539404+1,246094824609513+1539580+0,1,
94,94,,,246093824609385+1539410+1,246093824609385+1539585+0,1,
94,94,,,246095524609581+1539412+1,246095524609581+1539581+0,1,
94,94,,,246096224610001+1539414+1,246096224610001+1539580+0,1,
94,94,,,246089224608953+1540717+1,246089224608953+1545602+0,1,
94,94,,,246089924609011+1540718+1,246089924609011+1545603+0,1,
94,94,,,246089924609013+1540718+1,246089924609013+1545603+0,1,
94,94,,,246092124609233+1540719+1,246092124609233+1545602+0,1,
94,94,,,246094224609444+1540720+1,246094224609444+1545603+0,1,
94,94,,,246089224608951+1539433+1,246089224609161+1539591+0,1,
94,94,,,246092124609234+1539435+1,246092124609234+1539591+0,1,
94,94,,,246094824609511+1539435+1,246092724610001+1539591+0,1,
94,94,,,246096224610003+1539435+1,246092724610003+1539591+0,1,
94,94,,,246091324609141+1539436+1,246089224609161+1539591+0,1,
94,94,,,246092824609303+1539436+1,246092724610003+1539591+0,1,
94,94,,,246091724609175+1539439+1,246091724609175+1539593+0,1,
94,94,,,246095924610015+1539444+1,246095924610015+1539596+0,1,
94,94,,,246089224608953+1540793+1,246089224608953+1545610+0,1,
94,94,,,246090224609024+1540793+1,246090224609024+1545610+0,1,
94,94,,,246089924609011+1540794+1,246089924609011+1545611+0,1,
94,94,,,246090624609083+1540795+1,246090624609083+1545610+0,1,
94,94,,,246094824609511+1540795+1,246094824609511+1545610+0,1,
94,94,,,246096224610002+1540795+1,246096224610002+1545610+0,1,
94,94,,,246092424609245+1540798+1,246092424609315+1545614+0,1,
94,94,,,246093124609315+1540799+1,246092424609315+1545614+0,1,
94,94,,,246089224608954+1540857+0,246089224608954+1545629+0,1,
94,94,,,246089624608965+1540858+0,246088924609035+1545628+0,1,
94,94,,,246091624609164+1540860+0,246091624609164+1545629+0,1,
94,94,,,246092124609232+1540860+0,246092124609232+1545629+0,1,
94,94,,,246092724609271+1540860+0,246092724609271+1545629+0,1,
94,94,,,246093424609371+1540860+0,246093424609371+1545629+0,1,
94,94,,,246094824609511+1540860+0,246094824609511+1545629+0,1,
94,94,,,246092824609303+1540861+0,246092824609303+1545630+0,1,
94,94,,,246091524609153+1540863+0,246091324609153+1545630+0,1,
94,94,,,246095924610015+1540868+0,246095924610015+1545635+0,1,
94,94,,,246096224610003+1540869+0,246096224610003+1545629+0,1,
94,94,,,246090324609035+1542350+1,246088924609035+1546629+0,1,
94,94,,,246092124609233+1542354+1,246092124609233+1546630+0,1,
94,94,,,246088924609035+1540922+0,246088924609105+1545644+0,1,
94,94,,,246089924609011+1540924+0,246089224609161+1545645+0,1,
94,94,,,246089924609012+1540924+0,246089224609162+1545645+0,1,
94,94,,,246092124609233+1540925+0,246092124609233+1545645+0,1,
94,94,,,246092724609271+1540925+0,246092724610001+1545645+0,1,
94,94,,,246094224609443+1540926+0,246092724610003+1545645+0,1,
94,94,,,246094224609444+1540926+0,246092724610004+1545645+0,1,
94,94,,,246095524609582+1540926+0,246092724610002+1545645+0,1,
94,94,,,246096224610002+1540933+0,246092724610002+1545645+0,1,
94,94,,,246088924609035+1541160+0,246088924609035+1545713+0,1,
94,94,,,246089924609011+1542615+1,246089224609161+1546649+0,1,
94,94,,,246090624609081+1542616+1,246089224609161+1546649+0,1,
94,94,,,246090624609082+1542616+1,246089224609162+1546649+0,1,
94,94,,,246092124609234+1542616+1,246092124609234+1546649+0,1,
94,94,,,246091724609175+1542620+1,246091724609175+1546650+0,1,
94,94,,,246095524609582+1542624+1,246092724610002+1546649+0,1,
94,94,,,246091924609207+1546321+0,246091924609207+1546692+0,1,
94,94,,,246090624609083+1542669+0,246090624609083+1546658+0,1,
94,94,,,246092124609234+1542669+0,246092124609234+1546658+0,1,
