from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
140,140,,,246091324609152+1536246+1,246091324609152+1537635+0,1,
140,140,,,246094224609443+1536246+1,246094224609443+1537635+0,1,
140,140,,,246095524609582+1536249+1,246095524609582+1537635+0,1,
140,140,,,246094824609513+1536545+1,246094824609513+1537706+0,1,
140,140,,,246092424609315+1536549+1,246092424609315+1537710+0,1,
140,140,,,246091624609164+1536848+1,246091624609164+1537766+0,1,
140,140,,,246090924609094+1536849+1,246090924609094+1537767+0,1,
140,140,,,246092824609304+1536849+1,246092824609304+1537767+0,1,
140,140,,,246089224609161+1536315+0,246090624609081+1537653+0,1,
140,140,,,246092724610004+1536320+0,246094824609514+1537653+0,1,
140,140,,,246092724610004+1536320+0,246095524609584+1537654+0,1,
140,140,,,246092724610002+1536320+0,246096224610002+1537653+0,1,
140,140,,,246090624609082+1536680+1,246090624609082+1537725+0,1,
140,140,,,246093424609371+1536680+1,246093424609371+1537725+0,1,
140,140,,,246096224610002+1536680+1,246096224610002+1537725+0,1,
140,140,,,246092824609302+1536681+1,246092824609302+1537726+0,1,
140,140,,,246092724609271+1536363+0,246092724609271+1537661+0,1,
140,140,,,246096224610001+1536363+0,246096224610001+1537661+0,1,
140,140,,,246091524609153+1536366+0,246091324609153+1537662+0,1,
140,140,,,246089224608951+1536405+0,246089224608951+1537679+0,1,
140,140,,,246090224609024+1536405+0,246090224609024+1537679+0,1,
140,140,,,246091624609164+1536407+0,246091624609164+1537679+0,1,
140,140,,,246092724609271+1536407+0,246092724609271+1537679+0,1,
140,140,,,246094824609514+1536407+0,246094824609514+1537679+0,1,
140,140,,,246091324609142+1536408+0,246091324609152+1537680+0,1,
140,140,,,246092824609303+1536408+0,246092824609303+1537680+0,1,
140,140,,,246094224609444+1536408+0,246094224609444+1537680+0,1,
140,140,,,246095524609581+1536414+0,246095524609581+1537680+0,1,
140,140,,,246095524609583+1536688+1,246095524609583+1537726+0,1,
140,140,,,246089024609956+1541685+0,246089024609536+1542756+0,1,
140,140,,,246089224608951+1537000+0,246089224608951+1537796+0,1,
140,140,,,246089024609046+1541755+0,246089024608906+1542781+0,1,
140,140,,,246089924609013+1537002+0,246089924609013+1537797+0,1,
140,140,,,246090624609082+1537003+0,246090624609082+1537796+0,1,
140,140,,,246094124609411+1537003+0,246094124609411+1537796+0,1,
140,140,,,246096224610002+1537003+0,246096224610002+1537796+0,1,
140,140,,,246091324609141+1537004+0,246091324609151+1537797+0,1,
140,140,,,246094524609455+1537005+0,246094524609525+1537800+0,1,
140,140,,,246091724609175+1537007+0,246091724609175+1537799+0,1,
140,140,,,246095524609584+1537010+0,246095524609584+1537797+0,1,
140,140,,,246089024609956+1549139+0,246095424609956+1542863+0,1,
140,140,,,246092624609477+1549141+0,246092624609477+1542865+0,1,
140,140,,,246092024609201+1549143+0,246092024609201+1542867+0,1,
140,140,,,246089224609163+1535986+0,246090624609083+1537626+0,1,
140,140,,,246089224609162+1536494+0,246090624609082+1537698+0,1,
140,140,,,246089224609163+1536494+0,246090624609083+1537698+0,1,
140,140,,,246092124609232+1536497+0,246092124609232+1537698+0,1,
140,140,,,246092124609234+1536497+0,246092124609234+1537698+0,1,
140,140,,,246092724610001+1536499+0,246093424609371+1537698+0,1,
140,140,,,246092724610002+1536499+0,246094824609512+1537698+0,1,
140,140,,,246092724610003+1536499+0,246094824609513+1537698+0,1,
140,140,,,246092724610003+1536499+0,246095524609583+1537699+0,1,
140,140,,,246094524609525+1536501+0,246094524609525+1537702+0,1,
140,140,,,246095924610015+1536502+0,246095924610015+1537704+0,1,
140,140,,,246089124609127+1541856+0,246089124609187+1542801+0,1,
140,140,,,246091724609175+1535987+0,246091724609175+1537629+0,1,
140,140,,,246092124609234+1535988+0,246092124609234+1537626+0,1,
140,140,,,246092724610001+1535988+0,246092724609271+1537626+0,1,
140,140,,,246092724610002+1535988+0,246094224609442+1537627+0,1,
140,140,,,246092724610004+1535988+0,246094224609444+1537627+0,1,
140,140,,,246092724610004+1535988+0,246096224610004+1537626+0,1,
140,140,,,246090624609082+1536511+0,246089224609172+1546972+0,1,
140,140,,,246093424609372+1536511+0,246092724610012+1546972+0,1,
140,140,,,246094124609411+1536511+0,246092724610011+1546972+0,1,
140,140,,,246092824609302+1536512+0,246092724610012+1546972+0,1,
140,140,,,246089224608951+1536117+1,246089224609171+1546971+0,1,
140,140,,,246089224608954+1536117+1,246089224609174+1546971+0,1,
140,140,,,246092124609234+1536117+1,246092124609244+1546971+0,1,
140,140,,,246094124609411+1536117+1,246092724610011+1546971+0,1,
140,140,,,246096224610003+1536117+1,246092724610013+1546971+0,1,
140,140,,,246089624608965+1536118+1,246089224609175+1546971+0,1,
140,140,,,246092824609303+1536119+1,246092724610013+1546971+0,1,
140,140,,,246095524609582+1536123+1,246092724610012+1546971+0,1,
140,140,,,246095524609583+1536518+0,246092724610013+1546972+0,1,
140,140,,,246089224608953+1536543+1,246089224608953+1537706+0,1,
140,140,,,246089224608954+1536543+1,246089224608954+1537706+0,1,
140,140,,,246089124609127+1542035+0,246089124609057+1542838+0,1,
140,140,,,246091924609197+1542036+0,246091924609197+1542840+0,1,
140,140,,,246089924609012+1536244+1,246089924609012+1537635+0,1,
140,140,,,246089924609013+1536244+1,246089924609013+1537635+0,1,
140,140,,,246093424609374+1536245+1,246093424609374+1537634+0,1,
140,140,,,246091324609151+1536246+1,246091324609151+1537635+0,1,
140,140,,,246092824609302+1536246+1,246092824609302+1537635+0,1,
140,140,,,246094224609444+1536246+1,246094224609444+1537635+0,1,
140,140,,,246090624609083+1536545+1,246090624609083+1537706+0,1,
140,140,,,246093424609371+1536545+1,246093424609371+1537706+0,1,
140,140,,,246094124609411+1536545+1,246094124609411+1537706+0,1,
140,140,,,246094824609514+1536545+1,246094824609514+1537706+0,1,
140,140,,,246096224610004+1536545+1,246096224610004+1537706+0,1,
140,140,,,246089224608951+1536846+1,246089224608951+1537766+0,1,
140,140,,,246092124609233+1536848+1,246092124609233+1537766+0,1,
140,140,,,246094824609512+1536848+1,246094824609512+1537766+0,1,
140,140,,,246096224610004+1536848+1,246096224610004+1537766+0,1,
140,140,,,246091724609175+1536852+1,246091724609175+1537769+0,1,
140,140,,,246094524609525+1536855+1,246094524609525+1537770+0,1,
140,140,,,246095424609967+1542038+0,246099624609967+1542837+0,1,
140,140,,,246089224609161+1536315+0,246089924609011+1537654+0,1,
140,140,,,246089224609163+1536315+0,246090624609083+1537653+0,1,
140,140,,,246089224609162+1536315+0,246091324609152+1537654+0,1,
140,140,,,246092724610004+1536320+0,246092824609304+1537654+0,1,
140,140,,,246092724610001+1536320+0,246094124609411+1537653+0,1,
140,140,,,246092724610002+1536320+0,246095524609582+1537654+0,1,
140,140,,,246092724610004+1536320+0,246096224610004+1537653+0,1,
140,140,,,246093824609385+1536321+0,246093824609385+1537658+0,1,
140,140,,,246089224608952+1536360+0,246089224608952+1537661+0,1,
140,140,,,246090224609024+1536360+0,246090224609024+1537661+0,1,
140,140,,,246089224608954+1536677+1,246089224608954+1537725+0,1,
140,140,,,246090624609083+1536680+1,246090624609083+1537725+0,1,
140,140,,,246094824609511+1536680+1,246094824609511+1537725+0,1,
140,140,,,246096224610001+1536680+1,246096224610001+1537725+0,1,
140,140,,,246094224609442+1536681+1,246094224609442+1537726+0,1,
140,140,,,246092124609234+1536363+0,246092124609234+1537661+0,1,
140,140,,,246093424609372+1536363+0,246093424609372+1537661+0,1,
140,140,,,246093424609374+1536363+0,246093424609374+1537661+0,1,
140,140,,,246091724609175+1536367+0,246091724609175+1537664+0,1,
140,140,,,246095524609582+1536371+0,246095524609582+1537662+0,1,
140,140,,,246095524609583+1536371+0,246095524609583+1537662+0,1,
140,140,,,246088924609105+1536404+0,246088924609035+1537678+0,1,
140,140,,,246090624609081+1536407+0,246090624609081+1537679+0,1,
140,140,,,246092124609233+1536407+0,246092124609233+1537679+0,1,
140,140,,,246093424609373+1536407+0,246093424609373+1537679+0,1,
140,140,,,246094824609512+1536407+0,246094824609512+1537679+0,1,
140,140,,,246092424609315+1536411+0,246092424609315+1537683+0,1,
140,140,,,246093824609385+1536412+0,246093824609385+1537684+0,1,
140,140,,,246095524609582+1536414+0,246095524609582+1537680+0,1,
140,140,,,246095524609583+1536414+0,246095524609583+1537680+0,1,
140,140,,,246095524609584+1536414+0,246095524609584+1537680+0,1,
140,140,,,246088924608895+1536999+0,246088924609035+1537795+0,1,
140,140,,,246089224608954+1537000+0,246089224608954+1537796+0,1,
140,140,,,246090224609024+1537000+0,246090224609024+1537796+0,1,
140,140,,,246089124609127+1541756+0,246089124609187+1542781+0,1,
140,140,,,246091124609116+1541757+0,246089124609186+1542781+0,1,
140,140,,,246094624609466+1541757+0,246092624610026+1542781+0,1,
140,140,,,246096224610001+1537003+0,246096224610001+1537796+0,1,
140,140,,,246094224609444+1537004+0,246094224609444+1537797+0,1,
140,140,,,246095224609525+1537008+0,246094524609525+1537800+0,1,
140,140,,,246095524609582+1537010+0,246095524609582+1537797+0,1,
140,140,,,246091924609197+1541759+0,246091924609197+1542782+0,1,
140,140,,,246088924609105+1535985+0,246091024609105+1537628+0,1,
140,140,,,246089224609162+1535986+0,246089224608952+1537626+0,1,
140,140,,,246089224609161+1535986+0,246089924609011+1537627+0,1,
140,140,,,246089224609163+1535986+0,246091324609153+1537627+0,1,
140,140,,,246089224609163+1536494+0,246089924609013+1537699+0,1,
140,140,,,246089224609164+1536494+0,246091624609164+1537698+0,1,
140,140,,,246092724610004+1536499+0,246093424609374+1537698+0,1,
140,140,,,246092724610002+1535988+0,246092824609302+1537627+0,1,
140,140,,,246092724610003+1535988+0,246092824609303+1537627+0,1,
140,140,,,246092724610001+1535988+0,246094124609411+1537626+0,1,
140,140,,,246092724610001+1535988+0,246096224610001+1537626+0,1,
140,140,,,246092724610002+1535988+0,246096224610002+1537626+0,1,
140,140,,,246088924609035+1536508+0,246089224609175+1546972+0,1,
140,140,,,246089224608952+1536509+0,246089224609172+1546972+0,1,
140,140,,,246090624609083+1536511+0,246089224609173+1546972+0,1,
140,140,,,246092724609271+1536511+0,246092724610011+1546972+0,1,
140,140,,,246090924609094+1536512+0,246089224609174+1546972+0,1,
140,140,,,246091324609151+1536512+0,246089224609171+1546972+0,1,
140,140,,,246089024609956+1541943+0,246095424609956+1542810+0,1,
140,140,,,246090624609082+1536117+1,246089224609172+1546971+0,1,
140,140,,,246090624609083+1536117+1,246089224609173+1546971+0,1,
140,140,,,246092124609232+1536117+1,246092124609242+1546971+0,1,
140,140,,,246093424609373+1536117+1,246092724610013+1546971+0,1,
140,140,,,246094824609512+1536117+1,246092724610012+1546971+0,1,
140,140,,,246092824609302+1536119+1,246092724610012+1546971+0,1,
140,140,,,246094224609442+1536119+1,246092724610012+1546971+0,1,
140,140,,,246091724609175+1536121+1,246089224609175+1546971+0,1,
140,140,,,246095524609581+1536518+0,246092724610011+1546972+0,1,
140,140,,,246095524609582+1536518+0,246092724610012+1546972+0,1,
140,140,,,246096224610001+1536520+0,246092724610011+1546972+0,1,
140,140,,,246096224610003+1536520+0,246092724610013+1546972+0,1,
140,140,,,246094124609411+1536245+1,246094124609411+1537634+0,1,
140,140,,,246096224610002+1536245+1,246096224610002+1537634+0,1,
140,140,,,246094824609512+1536545+1,246094824609512+1537706+0,1,
140,140,,,246089924609013+1536847+1,246089924609013+1537767+0,1,
140,140,,,246090624609082+1536848+1,246090624609082+1537766+0,1,
140,140,,,246096224610001+1536848+1,246096224610001+1537766+0,1,
140,140,,,246091524609153+1536851+1,246091324609153+1537767+0,1,
140,140,,,246093824609385+1536854+1,246093824609385+1537771+0,1,
140,140,,,246089224609163+1536315+0,246089924609013+1537654+0,1,
140,140,,,246089224609164+1536315+0,246090224609024+1537653+0,1,
140,140,,,246092424609315+1536319+0,246092424609315+1537657+0,1,
140,140,,,246092724610002+1536320+0,246092824609302+1537654+0,1,
140,140,,,246092724610003+1536320+0,246093424609373+1537653+0,1,
140,140,,,246092724610002+1536320+0,246094824609512+1537653+0,1,
140,140,,,246092724610003+1536320+0,246094824609513+1537653+0,1,
140,140,,,246092724610001+1536320+0,246095524609581+1537654+0,1,
140,140,,,246092724610003+1536320+0,246096224610003+1537653+0,1,
140,140,,,246089224608954+1536360+0,246089224608954+1537661+0,1,
140,140,,,246089224608952+1536677+1,246089224608952+1537725+0,1,
140,140,,,246089224608953+1536677+1,246089224608953+1537725+0,1,
140,140,,,246090624609081+1536680+1,246090624609081+1537725+0,1,
140,140,,,246092124609234+1536680+1,246092124609234+1537725+0,1,
140,140,,,246093424609374+1536680+1,246093424609374+1537725+0,1,
140,140,,,246094124609411+1536680+1,246094124609411+1537725+0,1,
140,140,,,246094824609512+1536680+1,246094824609512+1537725+0,1,
140,140,,,246091324609141+1536681+1,246091324609151+1537726+0,1,
140,140,,,246092824609304+1536681+1,246092824609304+1537726+0,1,
140,140,,,246092124609233+1536363+0,246092124609233+1537661+0,1,
140,140,,,246096224610004+1536363+0,246096224610004+1537661+0,1,
140,140,,,246091324609141+1536364+0,246091324609151+1537662+0,1,
140,140,,,246093424609372+1536407+0,246093424609372+1537679+0,1,
140,140,,,246096224610004+1536407+0,246096224610004+1537679+0,1,
140,140,,,246094524609525+1536413+0,246094524609525+1537683+0,1,
140,140,,,246095924610015+1536415+0,246095924610015+1537685+0,1,
140,140,,,246095524609584+1536688+1,246095524609584+1537726+0,1,
140,140,,,246089124609127+1541686+0,246091224609127+1542758+0,1,
140,140,,,246092124609232+1537003+0,246092124609232+1537796+0,1,
140,140,,,246092724609271+1537003+0,246092724609271+1537796+0,1,
140,140,,,246092824609304+1537004+0,246092824609304+1537797+0,1,
140,140,,,246091524609153+1537006+0,246091324609153+1537797+0,1,
140,140,,,246095524609581+1537010+0,246095524609581+1537797+0,1,
140,140,,,246092024609201+1541760+0,246092024609201+1542783+0,1,
140,140,,,246089124609057+1549140+0,246089124609057+1542864+0,1,
140,140,,,246088924609105+1535985+0,246088924609035+1537625+0,1,
140,140,,,246089224609162+1535986+0,246089924609012+1537627+0,1,
140,140,,,246089224609163+1535986+0,246089924609013+1537627+0,1,
140,140,,,246089224609164+1535986+0,246090224609024+1537626+0,1,
140,140,,,246089224609161+1535986+0,246090624609081+1537626+0,1,
140,140,,,246089224609162+1535986+0,246090624609082+1537626+0,1,
140,140,,,246092124609233+1536497+0,246092124609233+1537698+0,1,
140,140,,,246092724610002+1536499+0,246092824609302+1537699+0,1,
140,140,,,246092724610001+1536499+0,246095524609581+1537699+0,1,
140,140,,,246092724610004+1536499+0,246095524609584+1537699+0,1,
140,140,,,246092724610004+1536499+0,246096224610004+1537698+0,1,
140,140,,,246089024609956+1541855+0,246092624610026+1542801+0,1,
140,140,,,246092624609477+1541856+0,246092624610027+1542801+0,1,
140,140,,,246093824609385+1535987+0,246093824609385+1537631+0,1,
140,140,,,246092124609232+1535988+0,246092124609232+1537626+0,1,
140,140,,,246092724610001+1535988+0,246093424609371+1537626+0,1,
140,140,,,246092724610001+1535988+0,246094824609511+1537626+0,1,
140,140,,,246089224608951+1536509+0,246089224609171+1546972+0,1,
140,140,,,246088924608895+1536116+1,246088924608895+1546971+0,1,
140,140,,,246093424609372+1536117+1,246092724610012+1546971+0,1,
140,140,,,246094524609455+1536118+1,246092724610015+1546971+0,1,
140,140,,,246092824609304+1536119+1,246092724610014+1546971+0,1,
140,140,,,246094224609443+1536119+1,246092724610013+1546971+0,1,
140,140,,,246095924610015+1536124+1,246092724610015+1546971+0,1,
140,140,,,246095524609584+1536518+0,246092724610014+1546972+0,1,
140,140,,,246095924610015+1536519+0,246092724610015+1546972+0,1,
140,140,,,246096224610004+1536520+0,246092724610014+1546972+0,1,
140,140,,,246092024609201+1542037+0,246092024609201+1542841+0,1,
140,140,,,246089224608952+1536243+1,246089224608952+1537634+0,1,
140,140,,,246089224608954+1536243+1,246089224608954+1537634+0,1,
140,140,,,246090624609082+1536245+1,246090624609082+1537634+0,1,
140,140,,,246092124609233+1536245+1,246092124609233+1537634+0,1,
140,140,,,246093424609372+1536245+1,246093424609372+1537634+0,1,
140,140,,,246094824609512+1536245+1,246094824609512+1537634+0,1,
140,140,,,246093824609385+1536247+1,246093824609385+1537639+0,1,
140,140,,,246094524609525+1536248+1,246094524609525+1537638+0,1,
140,140,,,246095524609584+1536249+1,246095524609584+1537635+0,1,
140,140,,,246090624609081+1536545+1,246090624609081+1537706+0,1,
140,140,,,246091624609164+1536545+1,246091624609164+1537706+0,1,
140,140,,,246096224610002+1536545+1,246096224610002+1537706+0,1,
140,140,,,246096224610003+1536545+1,246096224610003+1537706+0,1,
140,140,,,246091324609152+1536546+1,246091324609152+1537707+0,1,
140,140,,,246092824609303+1536546+1,246092824609303+1537707+0,1,
140,140,,,246094224609443+1536546+1,246094224609443+1537707+0,1,
140,140,,,246094224609444+1536546+1,246094224609444+1537707+0,1,
140,140,,,246091024609105+1536547+1,246091024609105+1537708+0,1,
140,140,,,246091724609175+1536548+1,246091724609175+1537709+0,1,
140,140,,,246094524609525+1536551+1,246094524609525+1537710+0,1,
140,140,,,246095524609583+1536552+1,246095524609583+1537707+0,1,
140,140,,,246090224609024+1536846+1,246090224609024+1537766+0,1,
140,140,,,246093424609372+1536848+1,246093424609372+1537766+0,1,
140,140,,,246094124609411+1536848+1,246094124609411+1537766+0,1,
140,140,,,246096224610002+1536848+1,246096224610002+1537766+0,1,
140,140,,,246091324609142+1536849+1,246091324609152+1537767+0,1,
140,140,,,246095524609581+1536856+1,246095524609581+1537767+0,1,
140,140,,,246095524609582+1536856+1,246095524609582+1537767+0,1,
140,140,,,246095524609583+1536856+1,246095524609583+1537767+0,1,
140,140,,,246095924610015+1536857+1,246095924610015+1537772+0,1,
140,140,,,246089224609161+1536315+0,246089224608951+1537653+0,1,
140,140,,,246089224609163+1536315+0,246091324609153+1537654+0,1,
140,140,,,246092724610001+1536320+0,246092724609271+1537653+0,1,
140,140,,,246092724610001+1536320+0,246093424609371+1537653+0,1,
140,140,,,246092724610004+1536320+0,246093424609374+1537653+0,1,
140,140,,,246089924609012+1536679+1,246089924609012+1537726+0,1,
140,140,,,246091624609164+1536680+1,246091624609164+1537725+0,1,
140,140,,,246094224609444+1536681+1,246094224609444+1537726+0,1,
140,140,,,246090624609081+1536363+0,246090624609081+1537661+0,1,
140,140,,,246094224609443+1536364+0,246094224609443+1537662+0,1,
140,140,,,246089224608952+1536405+0,246089224608952+1537679+0,1,
140,140,,,246089924609011+1536406+0,246089924609011+1537680+0,1,
140,140,,,246089924609012+1536406+0,246089924609012+1537680+0,1,
140,140,,,246092824609304+1536408+0,246092824609304+1537680+0,1,
140,140,,,246094524609455+1536685+1,246094524609525+1537729+0,1,
140,140,,,246095524609581+1536688+1,246095524609581+1537726+0,1,
140,140,,,246089224608953+1537000+0,246089224608953+1537796+0,1,
140,140,,,246091924609197+1541687+0,246091924609197+1542759+0,1,
140,140,,,246095424609967+1541689+0,246099624609967+1542756+0,1,
140,140,,,246092624609477+1541756+0,246092624610027+1542781+0,1,
140,140,,,246090624609081+1537003+0,246090624609081+1537796+0,1,
140,140,,,246092124609234+1537003+0,246092124609234+1537796+0,1,
140,140,,,246093424609374+1537003+0,246093424609374+1537796+0,1,
140,140,,,246094224609443+1537004+0,246094224609443+1537797+0,1,
140,140,,,246093124609315+1537008+0,246092424609315+1537800+0,1,
140,140,,,246095424609967+1541761+0,246092624610027+1542781+0,1,
140,140,,,246095424609967+1549144+0,246099624609967+1542863+0,1,
140,140,,,246089224609161+1536494+0,246089224608951+1537698+0,1,
140,140,,,246089224609164+1536494+0,246090924609094+1537699+0,1,
140,140,,,246089224609163+1536494+0,246091324609153+1537699+0,1,
140,140,,,246091724609175+1536496+0,246091724609175+1537701+0,1,
140,140,,,246092724610001+1536499+0,246094824609511+1537698+0,1,
140,140,,,246092724610004+1536499+0,246094824609514+1537698+0,1,
140,140,,,246089024609956+1541855+0,246089124609186+1542801+0,1,
140,140,,,246092024609201+1541858+0,246092024609201+1542803+0,1,
140,140,,,246092724610004+1535988+0,246092824609304+1537627+0,1,
140,140,,,246092724610002+1535988+0,246094824609512+1537626+0,1,
140,140,,,246092724610001+1535988+0,246095524609581+1537627+0,1,
140,140,,,246089224608953+1536509+0,246089224609173+1546972+0,1,
140,140,,,246089224608954+1536509+0,246089224609174+1546972+0,1,
140,140,,,246093424609373+1536511+0,246092724610013+1546972+0,1,
140,140,,,246094824609511+1536511+0,246092724610011+1546972+0,1,
140,140,,,246094824609512+1536511+0,246092724610012+1546972+0,1,
140,140,,,246094224609443+1536512+0,246092724610013+1546972+0,1,
140,140,,,246091024609105+1536513+0,246089224609175+1546972+0,1,
140,140,,,246092424609315+1536515+0,246092124609245+1546972+0,1,
140,140,,,246089124609127+1541944+0,246089124609057+1542811+0,1,
140,140,,,246092624609477+1541944+0,246092624609477+1542812+0,1,
140,140,,,246095424609967+1541947+0,246095424609957+1542810+0,1,
140,140,,,246095424609967+1541947+0,246099624609967+1542810+0,1,
140,140,,,246089224608952+1536117+1,246089224609172+1546971+0,1,
140,140,,,246090624609081+1536117+1,246089224609171+1546971+0,1,
140,140,,,246092124609233+1536117+1,246092124609243+1546971+0,1,
140,140,,,246094824609514+1536117+1,246092724610014+1546971+0,1,
140,140,,,246092424609245+1536118+1,246092124609245+1546971+0,1,
140,140,,,246091324609142+1536119+1,246089224609172+1546971+0,1,
140,140,,,246095524609583+1536123+1,246092724610013+1546971+0,1,
140,140,,,246088924609035+1536542+1,246088924609035+1537705+0,1,
140,140,,,246089924609012+1536544+1,246089924609012+1537707+0,1,
140,140,,,246089924609013+1536544+1,246089924609013+1537707+0,1,
140,140,,,246088924609315+1536242+1,246088924609035+1537633+0,1,
140,140,,,246088924609315+1536242+1,246092424609315+1537638+0,1,
140,140,,,246089224608953+1536243+1,246089224608953+1537634+0,1,
140,140,,,246092124609232+1536245+1,246092124609232+1537634+0,1,
140,140,,,246093424609373+1536245+1,246093424609373+1537634+0,1,
140,140,,,246090924609094+1536246+1,246090924609094+1537635+0,1,
140,140,,,246092124609233+1536545+1,246092124609233+1537706+0,1,
140,140,,,246092124609234+1536545+1,246092124609234+1537706+0,1,
140,140,,,246093424609373+1536545+1,246093424609373+1537706+0,1,
140,140,,,246093424609374+1536545+1,246093424609374+1537706+0,1,
140,140,,,246094824609511+1536545+1,246094824609511+1537706+0,1,
140,140,,,246091324609153+1536546+1,246091324609153+1537707+0,1,
140,140,,,246094224609442+1536546+1,246094224609442+1537707+0,1,
140,140,,,246089224608952+1536846+1,246089224608952+1537766+0,1,
140,140,,,246090624609081+1536848+1,246090624609081+1537766+0,1,
140,140,,,246094824609513+1536848+1,246094824609513+1537766+0,1,
140,140,,,246094224609443+1536849+1,246094224609443+1537767+0,1,
140,140,,,246092424609315+1536853+1,246092424609315+1537770+0,1,
140,140,,,246095524609584+1536856+1,246095524609584+1537767+0,1,
140,140,,,246088924609035+1536314+0,246088924609035+1537652+0,1,
140,140,,,246091024609105+1536316+0,246091024609105+1537655+0,1,
140,140,,,246091724609175+1536317+0,246091724609175+1537656+0,1,
140,140,,,246092724610001+1536320+0,246096224610001+1537653+0,1,
140,140,,,246089224608951+1536360+0,246089224608951+1537661+0,1,
140,140,,,246089224608951+1536677+1,246089224608951+1537725+0,1,
140,140,,,246093424609373+1536680+1,246093424609373+1537725+0,1,
140,140,,,246090924609094+1536681+1,246090924609094+1537726+0,1,
140,140,,,246089924609012+1536362+0,246089924609012+1537662+0,1,
140,140,,,246092124609232+1536363+0,246092124609232+1537661+0,1,
140,140,,,246094124609411+1536363+0,246094124609411+1537661+0,1,
140,140,,,246094824609512+1536363+0,246094824609512+1537661+0,1,
140,140,,,246096224610003+1536363+0,246096224610003+1537661+0,1,
140,140,,,246090924609094+1536364+0,246090924609094+1537662+0,1,
140,140,,,246089924609013+1536406+0,246089924609013+1537680+0,1,
140,140,,,246093424609374+1536407+0,246093424609374+1537679+0,1,
140,140,,,246094824609513+1536407+0,246094824609513+1537679+0,1,
140,140,,,246091324609141+1536408+0,246091324609151+1537680+0,1,
140,140,,,246089124609127+1541686+0,246089124609057+1542757+0,1,
140,140,,,246090324609035+1536999+0,246088924609035+1537795+0,1,
140,140,,,246091824609186+1541758+0,246089124609186+1542781+0,1,
140,140,,,246093424609373+1537003+0,246093424609373+1537796+0,1,
140,140,,,246092824609303+1537004+0,246092824609303+1537797+0,1,
140,140,,,246093824609385+1537009+0,246093824609385+1537801+0,1,
140,140,,,246091224609127+1549141+0,246091224609127+1542865+0,1,
140,140,,,246091924609197+1549142+0,246091924609197+1542866+0,1,
140,140,,,246100224610026+1549145+0,246100224610026+1542868+0,1,
140,140,,,246089224609161+1535986+0,246091324609151+1537627+0,1,
140,140,,,246089224609162+1536494+0,246089224608952+1537698+0,1,
140,140,,,246089224609162+1536494+0,246089924609012+1537699+0,1,
140,140,,,246089224609164+1536494+0,246090224609024+1537698+0,1,
140,140,,,246089224609162+1536494+0,246091324609152+1537699+0,1,
140,140,,,246092424609315+1536498+0,246092424609315+1537702+0,1,
140,140,,,246092724610001+1536499+0,246092724609271+1537698+0,1,
140,140,,,246092724610001+1536499+0,246094124609411+1537698+0,1,
140,140,,,246092724610002+1536499+0,246095524609582+1537699+0,1,
140,140,,,246093824609385+1536500+0,246093824609385+1537703+0,1,
140,140,,,246089024609956+1541855+0,246089024608906+1542801+0,1,
140,140,,,246089024609956+1541855+0,246092524609256+1542801+0,1,
140,140,,,246091924609197+1541857+0,246091924609197+1542802+0,1,
140,140,,,246092724610002+1535988+0,246093424609372+1537626+0,1,
140,140,,,246092724610004+1535988+0,246093424609374+1537626+0,1,
140,140,,,246092724610004+1535988+0,246094824609514+1537626+0,1,
140,140,,,246092724610003+1535988+0,246095524609583+1537627+0,1,
140,140,,,246089924609012+1536510+0,246089224609172+1546972+0,1,
140,140,,,246090624609081+1536511+0,246089224609171+1546972+0,1,
140,140,,,246093424609371+1536511+0,246092724610011+1546972+0,1,
140,140,,,246094824609513+1536511+0,246092724610013+1546972+0,1,
140,140,,,246091324609153+1536512+0,246089224609173+1546972+0,1,
140,140,,,246089024609956+1541943+0,246089024609536+1542810+0,1,
140,140,,,246100224610026+1541948+0,246100224610026+1542815+0,1,
140,140,,,246090324609035+1536116+1,246089224609175+1546971+0,1,
140,140,,,246093424609374+1536117+1,246092724610014+1546971+0,1,
140,140,,,246096224610001+1536117+1,246092724610011+1546971+0,1,
140,140,,,246094224609444+1536119+1,246092724610014+1546971+0,1,
140,140,,,246095524609584+1536123+1,246092724610014+1546971+0,1,
140,140,,,246093824609385+1536516+0,246092724610015+1546972+0,1,
140,140,,,246089024609956+1542034+0,246095424609956+1542837+0,1,
140,140,,,246092624609477+1542035+0,246092624609477+1542839+0,1,
140,140,,,246089924609011+1536244+1,246089924609011+1537635+0,1,
140,140,,,246090624609081+1536245+1,246090624609081+1537634+0,1,
140,140,,,246093424609371+1536245+1,246093424609371+1537634+0,1,
140,140,,,246094824609514+1536245+1,246094824609514+1537634+0,1,
140,140,,,246096224610003+1536245+1,246096224610003+1537634+0,1,
140,140,,,246096224610004+1536245+1,246096224610004+1537634+0,1,
140,140,,,246092824609304+1536246+1,246092824609304+1537635+0,1,
140,140,,,246094224609442+1536246+1,246094224609442+1537635+0,1,
140,140,,,246095524609583+1536249+1,246095524609583+1537635+0,1,
140,140,,,246095924610015+1536250+1,246095924610015+1537640+0,1,
140,140,,,246090924609094+1536546+1,246090924609094+1537707+0,1,
140,140,,,246095924610015+1536553+1,246095924610015+1537712+0,1,
140,140,,,246089224608954+1536846+1,246089224608954+1537766+0,1,
140,140,,,246089924609011+1536847+1,246089924609011+1537767+0,1,
